person_cluster,tokens,variant_tokens,poems,variation_rate,person_category,same_person_confidence
Jürni,1,0,1,0.0,unmapped_possible_person_name,low
Kaabernau,1,0,1,0.0,unmapped_possible_person_name,low
Kaabur,1,1,1,1.0,unmapped_possible_person_name,low
Kaaburi,1,0,1,0.0,unmapped_possible_person_name,low
Kaadi,1,0,1,0.0,unmapped_possible_person_name,low
Kaageman,1,0,1,0.0,unmapped_possible_person_name,low
Kaagermann,1,0,1,0.0,unmapped_possible_person_name,low
Kaapo,1,0,1,0.0,unmapped_possible_person_name,low
Kaaras,1,1,1,1.0,unmapped_possible_person_name,low
Kaarassa,1,0,1,0.0,unmapped_possible_person_name,low
Kaarela,1,0,1,0.0,unmapped_possible_person_name,low
Kaarelindrik,1,0,1,0.0,unmapped_possible_person_name,low
Järd,1,0,1,0.0,unmapped_possible_person_name,low
Jämsä & Maija,1,1,1,1.0,unmapped_possible_person_name,low
Kaavastu,1,0,1,0.0,unmapped_possible_person_name,low
Jämsti,1,0,1,0.0,unmapped_possible_person_name,low
Julius,1,0,1,0.0,unmapped_possible_person_name,low
Julle,1,0,1,0.0,unmapped_possible_person_name,low
Jullin,1,1,1,1.0,unmapped_possible_person_name,low
Julliskoukku,1,0,1,0.0,unmapped_possible_person_name,low
Jundsu,1,0,1,0.0,unmapped_possible_person_name,low
Jungri,1,1,1,1.0,unmapped_possible_person_name,low
Junnila,1,0,1,0.0,unmapped_possible_person_name,low
Junta,1,0,1,0.0,unmapped_possible_person_name,low
Juntsu,1,0,1,0.0,unmapped_possible_person_name,low
Juomalainen,1,1,1,1.0,unmapped_possible_person_name,low
Juortaan,1,0,1,0.0,unmapped_possible_person_name,low
Juortanen,1,1,1,1.0,unmapped_possible_person_name,low
Juortano,1,1,1,1.0,unmapped_possible_person_name,low
Juosep,1,0,1,0.0,unmapped_possible_person_name,low
Jupo,1,0,1,0.0,unmapped_possible_person_name,low
Jurnal,1,0,1,0.0,unmapped_possible_person_name,low
Juska,1,0,1,0.0,unmapped_possible_person_name,low
Justel,1,0,1,0.0,unmapped_possible_person_name,low
Juttila,1,0,1,0.0,unmapped_possible_person_name,low
Juua,1,1,1,1.0,unmapped_possible_person_name,low
Juusa,1,0,1,0.0,unmapped_possible_person_name,low
Juuti,1,0,1,0.0,unmapped_possible_person_name,low
Jäkkijärvi,1,0,1,0.0,unmapped_possible_person_name,low
Kaatrakoski,1,0,1,0.0,unmapped_possible_person_name,low
Kaavetnitsa,1,0,1,0.0,unmapped_possible_person_name,low
Jula,1,0,1,0.0,unmapped_possible_person_name,low
Kaldermann,1,0,1,0.0,unmapped_possible_person_name,low
Kalervainen,1,1,1,1.0,unmapped_possible_person_name,low
Kalervikko (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Kalervu,1,0,1,0.0,unmapped_possible_person_name,low
Kalika,1,0,1,0.0,unmapped_possible_person_name,low
Kaljo,1,0,1,0.0,unmapped_possible_person_name,low
Kalju,1,1,1,1.0,unmapped_possible_person_name,low
Kalkkainen,1,0,1,0.0,unmapped_possible_person_name,low
Kalkkimäki,1,0,1,0.0,unmapped_possible_person_name,low
Kalle (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Kalle/kallio,1,1,1,1.0,unmapped_possible_person_name,low
Kalle/kallis,1,1,1,1.0,unmapped_possible_person_name,low
Kallervoista,1,1,1,1.0,unmapped_possible_person_name,low
Kallu,1,0,1,0.0,unmapped_possible_person_name,low
Kalo,1,0,1,0.0,unmapped_possible_person_name,low
Kalsus,1,1,1,1.0,unmapped_possible_person_name,low
Kamja,1,0,1,0.0,unmapped_possible_person_name,low
Kamppuli,1,0,1,0.0,unmapped_possible_person_name,low
Kamsar,1,1,1,1.0,unmapped_possible_person_name,low
Kandrätti,1,0,1,0.0,unmapped_possible_person_name,low
Kanelis,1,0,1,0.0,unmapped_possible_person_name,low
Kanerva,1,0,1,0.0,unmapped_possible_person_name,low
Kanervan,1,1,1,1.0,unmapped_possible_person_name,low
Kangas-Antit,1,0,1,0.0,unmapped_possible_person_name,low
Kalerei,1,0,1,0.0,unmapped_possible_person_name,low
Kala,1,1,1,1.0,unmapped_possible_person_name,low
Kaber,1,1,1,1.0,unmapped_possible_person_name,low
Kakonaho,1,0,1,0.0,unmapped_possible_person_name,low
Kabriota,1,0,1,0.0,unmapped_possible_person_name,low
Kadres,1,0,1,0.0,unmapped_possible_person_name,low
Kadri & Udri,1,0,1,0.0,unmapped_possible_person_name,low
Kadrikari,1,1,1,1.0,unmapped_possible_person_name,low
Kagla,1,0,1,0.0,unmapped_possible_person_name,low
Kaia,1,1,1,1.0,unmapped_possible_person_name,low
Kaie+kene,1,1,1,1.0,unmapped_possible_person_name,low
Kaieda,1,0,1,0.0,unmapped_possible_person_name,low
Kaiel,1,0,1,0.0,unmapped_possible_person_name,low
Kaijo,1,0,1,0.0,unmapped_possible_person_name,low
Kaimri,1,0,1,0.0,unmapped_possible_person_name,low
Kainu,1,0,1,0.0,unmapped_possible_person_name,low
Kainu (unclear),1,1,1,1.0,unmapped_possible_person_name,low
Kaipaala,1,0,1,0.0,unmapped_possible_person_name,low
Kaisastiina,1,0,1,0.0,unmapped_possible_person_name,low
Kaisma,1,0,1,0.0,unmapped_possible_person_name,low
Kaiso,1,0,1,0.0,unmapped_possible_person_name,low
Kaiukene,1,1,1,1.0,unmapped_possible_person_name,low
Kaj,1,1,1,1.0,unmapped_possible_person_name,low
Kajani,1,0,1,0.0,unmapped_possible_person_name,low
Kakaduu,1,0,1,0.0,unmapped_possible_person_name,low
Kakkula,1,0,1,0.0,unmapped_possible_person_name,low
Kako,1,0,1,0.0,unmapped_possible_person_name,low
Julianna,1,0,1,0.0,unmapped_possible_person_name,low
Jukuri,1,1,1,1.0,unmapped_possible_person_name,low
Kannervo,1,0,1,0.0,unmapped_possible_person_name,low
Ilnitsä (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Imantrojärvi,1,0,1,0.0,unmapped_possible_person_name,low
Imbi,1,0,1,0.0,unmapped_possible_person_name,low
Imeinen,1,0,1,0.0,unmapped_possible_person_name,low
Immingi,1,0,1,0.0,unmapped_possible_person_name,low
Immo,1,0,1,0.0,unmapped_possible_person_name,low
Indi,1,0,1,0.0,unmapped_possible_person_name,low
Indsu,1,1,1,1.0,unmapped_possible_person_name,low
Inga,1,0,1,0.0,unmapped_possible_person_name,low
Ingelant,1,0,1,0.0,unmapped_possible_person_name,low
Inkka,1,0,1,0.0,unmapped_possible_person_name,low
Inko,1,0,1,0.0,unmapped_possible_person_name,low
Inspeli,1,0,1,0.0,unmapped_possible_person_name,low
Ints,1,0,1,0.0,unmapped_possible_person_name,low
Intu,1,0,1,0.0,unmapped_possible_person_name,low
Ips+l,1,0,1,0.0,unmapped_possible_person_name,low
Ips+le+gi,1,0,1,0.0,unmapped_possible_person_name,low
Iram,1,0,1,0.0,unmapped_possible_person_name,low
Iriska,1,0,1,0.0,unmapped_possible_person_name,low
Iron,1,0,1,0.0,unmapped_possible_person_name,low
Isak,1,1,1,1.0,unmapped_possible_person_name,low
Isakki,1,0,1,0.0,unmapped_possible_person_name,low
Ismarat,1,0,1,0.0,unmapped_possible_person_name,low
Ismaroi,1,1,1,1.0,unmapped_possible_person_name,low
Imantro,1,0,1,0.0,unmapped_possible_person_name,low
Ilmoilan,1,1,1,1.0,unmapped_possible_person_name,low
Israel,1,1,1,1.0,unmapped_possible_person_name,low
Ilmoila,1,0,1,0.0,unmapped_possible_person_name,low
Ihe,1,0,1,0.0,unmapped_possible_person_name,low
Iho,1,0,1,0.0,unmapped_possible_person_name,low
Iikka,1,0,1,0.0,unmapped_possible_person_name,low
Iikoski,1,0,1,0.0,unmapped_possible_person_name,low
Iiksensuo,1,0,1,0.0,unmapped_possible_person_name,low
Iilu,1,0,1,0.0,unmapped_possible_person_name,low
Iin,1,0,1,0.0,unmapped_possible_person_name,low
Iinsalmi,1,0,1,0.0,unmapped_possible_person_name,low
Iiomaa,1,0,1,0.0,unmapped_possible_person_name,low
Iireerne,1,0,1,0.0,unmapped_possible_person_name,low
Iisak,1,1,1,1.0,unmapped_possible_person_name,low
Iisak-kin,1,0,1,0.0,unmapped_possible_person_name,low
Iisti,1,1,1,1.0,unmapped_possible_person_name,low
Iita (name),1,1,1,1.0,unmapped_possible_person_name,low
Iita (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Iittova,1,0,1,0.0,unmapped_possible_person_name,low
Iiva,1,0,1,0.0,unmapped_possible_person_name,low
Iiverikko,1,0,1,0.0,unmapped_possible_person_name,low
Iivo-ka,1,1,1,1.0,unmapped_possible_person_name,low
Ikonen,1,0,1,0.0,unmapped_possible_person_name,low
Iljas,1,0,1,0.0,unmapped_possible_person_name,low
Iljasta,1,0,1,0.0,unmapped_possible_person_name,low
Illi,1,0,1,0.0,unmapped_possible_person_name,low
Iso-Evo,1,0,1,0.0,unmapped_possible_person_name,low
Isto,1,0,1,0.0,unmapped_possible_person_name,low
Juku/jooksja,1,1,1,1.0,unmapped_possible_person_name,low
Johra,1,0,1,0.0,unmapped_possible_person_name,low
Joost,1,0,1,0.0,unmapped_possible_person_name,low
Joosu,1,0,1,0.0,unmapped_possible_person_name,low
Joppa,1,0,1,0.0,unmapped_possible_person_name,low
Joppi,1,0,1,0.0,unmapped_possible_person_name,low
Jorik,1,0,1,0.0,unmapped_possible_person_name,low
Jorkahu,1,0,1,0.0,unmapped_possible_person_name,low
Jorkova,1,0,1,0.0,unmapped_possible_person_name,low
Jorolainen,1,0,1,0.0,unmapped_possible_person_name,low
Jorosalma,1,1,1,1.0,unmapped_possible_person_name,low
Jorosalmi,1,0,1,0.0,unmapped_possible_person_name,low
Jortaan,1,0,1,0.0,unmapped_possible_person_name,low
Jortanainen,1,1,1,1.0,unmapped_possible_person_name,low
Jortanen,1,1,1,1.0,unmapped_possible_person_name,low
Jortani,1,0,1,0.0,unmapped_possible_person_name,low
Jortikka,1,0,1,0.0,unmapped_possible_person_name,low
Jortta,1,1,1,1.0,unmapped_possible_person_name,low
Jorttanen,1,0,1,0.0,unmapped_possible_person_name,low
Josva,1,0,1,0.0,unmapped_possible_person_name,low
Joukeinen,1,0,1,0.0,unmapped_possible_person_name,low
Juakko,1,0,1,0.0,unmapped_possible_person_name,low
Juakolle,1,1,1,1.0,unmapped_possible_person_name,low
Juhana,1,0,1,0.0,unmapped_possible_person_name,low
Jukola,1,0,1,0.0,unmapped_possible_person_name,low
Jooda,1,0,1,0.0,unmapped_possible_person_name,low
Jogomo+ni,1,0,1,0.0,unmapped_possible_person_name,low
Isämeirä,1,1,1,1.0,unmapped_possible_person_name,low
Joel,1,0,1,0.0,unmapped_possible_person_name,low
Itami,1,0,1,0.0,unmapped_possible_person_name,low
Ito,1,0,1,0.0,unmapped_possible_person_name,low
Itse(n),1,1,1,1.0,unmapped_possible_person_name,low
Jaagup,1,1,1,1.0,unmapped_possible_person_name,low
Jaakup,1,0,1,0.0,unmapped_possible_person_name,low
Jaama,1,0,1,0.0,unmapped_possible_person_name,low
Jaanike,1,1,1,1.0,unmapped_possible_person_name,low
Jaanus,1,0,1,0.0,unmapped_possible_person_name,low
Jaarin,1,1,1,1.0,unmapped_possible_person_name,low
Jaavel (proper noun),1,1,1,1.0,unmapped_possible_person_name,low
Jakapi_küla,1,0,1,0.0,unmapped_possible_person_name,low
Jallin,1,1,1,1.0,unmapped_possible_person_name,low
Jalta,1,0,1,0.0,unmapped_possible_person_name,low
Jantsu,1,0,1,0.0,unmapped_possible_person_name,low
Jarmi,1,0,1,0.0,unmapped_possible_person_name,low
Jaska (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Jassi,1,0,1,0.0,unmapped_possible_person_name,low
Jeeva,1,0,1,0.0,unmapped_possible_person_name,low
Jerikka,1,1,1,1.0,unmapped_possible_person_name,low
Jerkka,1,1,1,1.0,unmapped_possible_person_name,low
Jesse,1,0,1,0.0,unmapped_possible_person_name,low
Jevo (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Joagu,1,0,1,0.0,unmapped_possible_person_name,low
Kangaskaija,1,0,1,0.0,unmapped_possible_person_name,low
Kanniainen,1,0,1,0.0,unmapped_possible_person_name,low
Ieva,1,0,1,0.0,unmapped_possible_person_name,low
Kirst,1,0,1,0.0,unmapped_possible_person_name,low
Kirstinen,1,0,1,0.0,unmapped_possible_person_name,low
Kiska,1,0,1,0.0,unmapped_possible_person_name,low
Kiske,1,0,1,0.0,unmapped_possible_person_name,low
Kissi,1,0,1,0.0,unmapped_possible_person_name,low
Kitis,1,0,1,0.0,unmapped_possible_person_name,low
Kivennava,1,1,1,1.0,unmapped_possible_person_name,low
Kivit,1,0,1,0.0,unmapped_possible_person_name,low
Klaara,1,0,1,0.0,unmapped_possible_person_name,low
Klaus & kulta,1,0,1,0.0,unmapped_possible_person_name,low
Klaus-kulta,1,0,1,0.0,unmapped_possible_person_name,low
Klimu,1,0,1,0.0,unmapped_possible_person_name,low
Klyyssi,1,0,1,0.0,unmapped_possible_person_name,low
Knihtilä,1,0,1,0.0,unmapped_possible_person_name,low
Knuuti,1,1,1,1.0,unmapped_possible_person_name,low
Knuutteli,1,1,1,1.0,unmapped_possible_person_name,low
Koaaso,1,0,1,0.0,unmapped_possible_person_name,low
Koali,1,1,1,1.0,unmapped_possible_person_name,low
Kogemed,1,0,1,0.0,unmapped_possible_person_name,low
Koi,1,0,1,0.0,unmapped_possible_person_name,low
Koigo,1,1,1,1.0,unmapped_possible_person_name,low
Koikkala,1,0,1,0.0,unmapped_possible_person_name,low
Koiola,1,1,1,1.0,unmapped_possible_person_name,low
Koitere,1,0,1,0.0,unmapped_possible_person_name,low
Kirsti (proper noun),1,1,1,1.0,unmapped_possible_person_name,low
Kirssu,1,0,1,0.0,unmapped_possible_person_name,low
Koittola,1,0,1,0.0,unmapped_possible_person_name,low
Kirkelä,1,0,1,0.0,unmapped_possible_person_name,low
Killi (proper noun),1,1,1,1.0,unmapped_possible_person_name,low
Killinge,1,0,1,0.0,unmapped_possible_person_name,low
Kilsus,1,1,1,1.0,unmapped_possible_person_name,low
Kiltsi,1,0,1,0.0,unmapped_possible_person_name,low
Kilvandu,1,0,1,0.0,unmapped_possible_person_name,low
Kimai,1,0,1,0.0,unmapped_possible_person_name,low
Kimbalu,1,0,1,0.0,unmapped_possible_person_name,low
Kimmeri,1,0,1,0.0,unmapped_possible_person_name,low
Kimo,1,1,1,1.0,unmapped_possible_person_name,low
Kimpo,1,0,1,0.0,unmapped_possible_person_name,low
Kinerva,1,0,1,0.0,unmapped_possible_person_name,low
Kinnari,1,0,1,0.0,unmapped_possible_person_name,low
Kinneri,1,0,1,0.0,unmapped_possible_person_name,low
Kinniainen,1,0,1,0.0,unmapped_possible_person_name,low
Kinnunen,1,0,1,0.0,unmapped_possible_person_name,low
Kipo,1,0,1,0.0,unmapped_possible_person_name,low
Kippel,1,0,1,0.0,unmapped_possible_person_name,low
Kipper,1,0,1,0.0,unmapped_possible_person_name,low
Kipponen,1,0,1,0.0,unmapped_possible_person_name,low
Kips,1,0,1,0.0,unmapped_possible_person_name,low
Kirg,1,0,1,0.0,unmapped_possible_person_name,low
Kirilan,1,1,1,1.0,unmapped_possible_person_name,low
Kirjelä,1,0,1,0.0,unmapped_possible_person_name,low
Koitse,1,1,1,1.0,unmapped_possible_person_name,low
Koj,1,0,1,0.0,unmapped_possible_person_name,low
Kilk,1,0,1,0.0,unmapped_possible_person_name,low
Kontsa,1,0,1,0.0,unmapped_possible_person_name,low
Koovit,1,0,1,0.0,unmapped_possible_person_name,low
Kooviti,1,0,1,0.0,unmapped_possible_person_name,low
Kopeli,1,0,1,0.0,unmapped_possible_person_name,low
Kopittala,1,1,1,1.0,unmapped_possible_person_name,low
Kople,1,0,1,0.0,unmapped_possible_person_name,low
Kopo,1,0,1,0.0,unmapped_possible_person_name,low
Koponen,1,0,1,0.0,unmapped_possible_person_name,low
Koppala,1,1,1,1.0,unmapped_possible_person_name,low
Koppoli,1,0,1,0.0,unmapped_possible_person_name,low
Korea,1,0,1,0.0,unmapped_possible_person_name,low
Koria,1,1,1,1.0,unmapped_possible_person_name,low
Korju,1,0,1,0.0,unmapped_possible_person_name,low
Koro,1,0,1,0.0,unmapped_possible_person_name,low
Korsna,1,0,1,0.0,unmapped_possible_person_name,low
Kostinoi,1,0,1,0.0,unmapped_possible_person_name,low
Kosula,1,0,1,0.0,unmapped_possible_person_name,low
Kotilt,1,0,1,0.0,unmapped_possible_person_name,low
Kotre,1,0,1,0.0,unmapped_possible_person_name,low
Kotro,1,0,1,0.0,unmapped_possible_person_name,low
Kotselassa,1,1,1,1.0,unmapped_possible_person_name,low
Kouks,1,0,1,0.0,unmapped_possible_person_name,low
Kraatali,1,0,1,0.0,unmapped_possible_person_name,low
Kraatari,1,0,1,0.0,unmapped_possible_person_name,low
Koogu,1,0,1,0.0,unmapped_possible_person_name,low
Kontjaan,1,0,1,0.0,unmapped_possible_person_name,low
Koka+l,1,0,1,0.0,unmapped_possible_person_name,low
Kontio,1,0,1,0.0,unmapped_possible_person_name,low
Koka+le+gi,1,0,1,0.0,unmapped_possible_person_name,low
Kokko,1,1,1,1.0,unmapped_possible_person_name,low
Kokkolan,1,0,1,0.0,unmapped_possible_person_name,low
Kokkonen,1,0,1,0.0,unmapped_possible_person_name,low
Kolas,1,0,1,0.0,unmapped_possible_person_name,low
Koljatin,1,0,1,0.0,unmapped_possible_person_name,low
Koljoi,1,0,1,0.0,unmapped_possible_person_name,low
Kolju,1,0,1,0.0,unmapped_possible_person_name,low
Kolkapääjoki,1,0,1,0.0,unmapped_possible_person_name,low
Kolkko,1,1,1,1.0,unmapped_possible_person_name,low
Kolkko (proper noun),1,1,1,1.0,unmapped_possible_person_name,low
Kolovere,1,0,1,0.0,unmapped_possible_person_name,low
Komonen,1,1,1,1.0,unmapped_possible_person_name,low
Kompi,1,0,1,0.0,unmapped_possible_person_name,low
Kompi-Konnu,1,0,1,0.0,unmapped_possible_person_name,low
Konguta,1,0,1,0.0,unmapped_possible_person_name,low
Konjola,1,0,1,0.0,unmapped_possible_person_name,low
Konnalta,1,1,1,1.0,unmapped_possible_person_name,low
Konnas,1,0,1,0.0,unmapped_possible_person_name,low
Konnula,1,0,1,0.0,unmapped_possible_person_name,low
Konnun,1,1,1,1.0,unmapped_possible_person_name,low
Kononhovi,1,1,1,1.0,unmapped_possible_person_name,low
Konstin,1,1,1,1.0,unmapped_possible_person_name,low
Killervöistä,1,1,1,1.0,unmapped_possible_person_name,low
Kiljandu,1,0,1,0.0,unmapped_possible_person_name,low
Kannojova,1,1,1,1.0,unmapped_possible_person_name,low
Karpio,1,0,1,0.0,unmapped_possible_person_name,low
Karppo,1,0,1,0.0,unmapped_possible_person_name,low
Karr,1,1,1,1.0,unmapped_possible_person_name,low
Karsikko,1,0,1,0.0,unmapped_possible_person_name,low
Karsu,1,0,1,0.0,unmapped_possible_person_name,low
Karto,1,1,1,1.0,unmapped_possible_person_name,low
Karvat,1,0,1,0.0,unmapped_possible_person_name,low
Kasari,1,0,1,0.0,unmapped_possible_person_name,low
Kase,1,0,1,0.0,unmapped_possible_person_name,low
Kasila,1,0,1,0.0,unmapped_possible_person_name,low
Kasna,1,0,1,0.0,unmapped_possible_person_name,low
Kaspar,1,0,1,0.0,unmapped_possible_person_name,low
Kaspari,1,0,1,0.0,unmapped_possible_person_name,low
Kasperinmar,1,1,1,1.0,unmapped_possible_person_name,low
Kasperkodu,1,1,1,1.0,unmapped_possible_person_name,low
Kastari,1,0,1,0.0,unmapped_possible_person_name,low
Kasterinen,1,0,1,0.0,unmapped_possible_person_name,low
Katala,1,0,1,0.0,unmapped_possible_person_name,low
Katarina,1,0,1,0.0,unmapped_possible_person_name,low
Katerina,1,0,1,0.0,unmapped_possible_person_name,low
Katilainen,1,0,1,0.0,unmapped_possible_person_name,low
Katima,1,0,1,0.0,unmapped_possible_person_name,low
Katina,1,0,1,0.0,unmapped_possible_person_name,low
Katja,1,1,1,1.0,unmapped_possible_person_name,low
Karppi,1,0,1,0.0,unmapped_possible_person_name,low
Karpan,1,0,1,0.0,unmapped_possible_person_name,low
Katka (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Karpalo,1,0,1,0.0,unmapped_possible_person_name,low
Kanosa,1,0,1,0.0,unmapped_possible_person_name,low
Kansi,1,0,1,0.0,unmapped_possible_person_name,low
Kantola,1,0,1,0.0,unmapped_possible_person_name,low
Kantti,1,0,1,0.0,unmapped_possible_person_name,low
Kapasilla,1,0,1,0.0,unmapped_possible_person_name,low
Kapasto,1,0,1,0.0,unmapped_possible_person_name,low
Kaper,1,0,1,0.0,unmapped_possible_person_name,low
Kapia,1,1,1,1.0,unmapped_possible_person_name,low
Kapo,1,0,1,0.0,unmapped_possible_person_name,low
Kappel,1,0,1,0.0,unmapped_possible_person_name,low
Kapper,1,0,1,0.0,unmapped_possible_person_name,low
Kaprion,1,1,1,1.0,unmapped_possible_person_name,low
Karaseineri,1,0,1,0.0,unmapped_possible_person_name,low
Kare,1,0,1,0.0,unmapped_possible_person_name,low
Karepa,1,0,1,0.0,unmapped_possible_person_name,low
Karina,1,0,1,0.0,unmapped_possible_person_name,low
Karita,1,0,1,0.0,unmapped_possible_person_name,low
Karjamard,1,0,1,0.0,unmapped_possible_person_name,low
Kark,1,1,1,1.0,unmapped_possible_person_name,low
Karkee/karkea,1,0,1,0.0,unmapped_possible_person_name,low
Karmola,1,0,1,0.0,unmapped_possible_person_name,low
Karne,1,0,1,0.0,unmapped_possible_person_name,low
Karoliina,1,0,1,0.0,unmapped_possible_person_name,low
Katja/Kaisa,1,1,1,1.0,unmapped_possible_person_name,low
Katrinan,1,0,1,0.0,unmapped_possible_person_name,low
Kiljan,1,0,1,0.0,unmapped_possible_person_name,low
Kersti,1,0,1,0.0,unmapped_possible_person_name,low
Kesa,1,1,1,1.0,unmapped_possible_person_name,low
Keso,1,0,1,0.0,unmapped_possible_person_name,low
Kesti,1,0,1,0.0,unmapped_possible_person_name,low
Ketara,1,0,1,0.0,unmapped_possible_person_name,low
Ketra,1,0,1,0.0,unmapped_possible_person_name,low
Ketu,1,0,1,0.0,unmapped_possible_person_name,low
Keunäsjärvi,1,0,1,0.0,unmapped_possible_person_name,low
Kibu,1,0,1,0.0,unmapped_possible_person_name,low
Kiekka,1,0,1,0.0,unmapped_possible_person_name,low
Kiekku,1,0,1,0.0,unmapped_possible_person_name,low
Kiessus,1,0,1,0.0,unmapped_possible_person_name,low
Kihlepa,1,0,1,0.0,unmapped_possible_person_name,low
Kihmla,1,0,1,0.0,unmapped_possible_person_name,low
Kiija,1,0,1,0.0,unmapped_possible_person_name,low
Kiillo,1,1,1,1.0,unmapped_possible_person_name,low
Kiimu,1,0,1,0.0,unmapped_possible_person_name,low
Kiinu,1,0,1,0.0,unmapped_possible_person_name,low
Kiisu,1,0,1,0.0,unmapped_possible_person_name,low
Kiiviti,1,0,1,0.0,unmapped_possible_person_name,low
Kikatos,1,0,1,0.0,unmapped_possible_person_name,low
Kikka?,1,1,1,1.0,unmapped_possible_person_name,low
Kilervä,1,0,1,0.0,unmapped_possible_person_name,low
Kili,1,0,1,0.0,unmapped_possible_person_name,low
Kert,1,0,1,0.0,unmapped_possible_person_name,low
Kerp,1,1,1,1.0,unmapped_possible_person_name,low
Katsina,1,1,1,1.0,unmapped_possible_person_name,low
